Reference;Region;Bioregion;WDepth;Specie;Genus;LifeForm;Core length;DBD;Mud;CaCO3;OM;Corg;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.1395;;;3.291864773;1.085501852;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.379;;;1.748102294;0.421683986;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.2105;;;2.281943766;0.65123582;;
73;SE Asia;Tropical Indo-Pacific;;Halophila beccarii;Halophila spp.;Colonising;5;1.86;20.36;;;1.2;;
73;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.52;1.84;;;1.5;;
73;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;5;1.4;0.68;;;0.33;;
73;SE Asia;Tropical Indo-Pacific;;Halophila ovalis;Halophila spp.;Colonising;5;1.15;59.86;;;1.15;;
73;SE Asia;Tropical Indo-Pacific;;Halophila beccarii;Halophila spp.;Colonising;5;1.69;18.48;;;0.51;;
73;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.29;65.77;;;0.87;;
73;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.44;41.35;;;1.3;;
73;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.53;19.23;;;0.39;;
74;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;100;;;;;0.72;;
74;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;100;;;;;0.7;;
74;SE Asia;Tropical Indo-Pacific;;Halophila ovalis;Halophila spp.;Colonising;100;;;;;0.43;;
75;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;30;;;;;0.62;;
75;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;30;;;;;0.35;;
75;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;30;;;;;0.31;;
76;SE Asia;Tropical Indo-Pacific;;Halophila beccarii;Halophila spp.;Colonising;5;1.86;20.36;;;1.2;;
76;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.52;1.84;;;1.5;;
76;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;5;1.4;0.68;;;0.33;;
76;SE Asia;Tropical Indo-Pacific;;Halophila ovalis;Halophila spp.;Colonising;5;1.15;59.86;;;1.15;;
76;SE Asia;Tropical Indo-Pacific;;Halophila beccarii;Halophila spp.;Colonising;5;1.69;18.49;;;0.51;;
76;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.29;65.77;;;0.87;;
76;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.44;41.35;;;1.3;;
76;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.53;19.23;;;0.39;;
77;E Australia;Tropical Indo-Pacific;;Cymodocea serrulata;Cymodocea spp.;Opportinistic;54;;0;;;;;
77;E Australia;Tropical Indo-Pacific;;Halophila spp.;Halophila spp.;Colonising;50;;0;;;;;
77;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;22;;1.4;;;;;
77;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;93;;0.6;;;;;
78;NE Latin America;Tropical Atlantic;1.71;Halodule spp.;Halodule spp.;Colonising;114;;9.1;;;2.18;;
78;NE Latin America;Tropical Atlantic;1.3;Ruppia maritima;Ruppia spp.;Colonising;111;;7.1;;;0.57;;
79;SE Asia;Tropical Indo-Pacific;;Thalasia hemprichii;Thalassia spp.;Persistent;30;1.78;5.5;;;;;
79;SE Asia;Tropical Indo-Pacific;;Thalasia hemprichii;Thalassia spp.;Persistent;30;1.75;5.6;;;;;
79;SE Asia;Tropical Indo-Pacific;;Thalasia hemprichii;Thalassia spp.;Persistent;30;1.71;1.5;;;;;
79;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;30;1.74;9.3;;;;;
79;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;30;1.72;5.6;;;;;
79;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;30;1.71;7.8;;;;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;109;1.3;;;;0.54;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;90;1.3;;;;0.56;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;110;1.1;;;;0.5;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;35;1.3;;;;0.76;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;118;0.9;;;;0.98;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;116;1.2;;;;1.12;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;106;1.2;;;;0.74;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;61;1.2;;;;0.6;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;104;1.1;;;;0.68;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;93;1.1;;;;0.49;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;87;1;;;;0.56;;
80;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;76;0.9;;;;0.59;;
81;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;1.15;;;;0.24;;
81;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;1.16;;;;0.21;;
81;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;1.14;;;;0.24;;
81;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;1.17;;;;0.37;;
81;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;1.22;;;;0.46;;
81;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;1.36;;;;0.48;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.16;;;;0.46;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.19;;;;0.23;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.30;;;;0.31;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.39;;;;0.19;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.40;;;;0.25;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.25;;;;0.33;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.38;;;;0.25;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.20;;;;0.27;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.13;;;;0.47;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.16;;;;0.35;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.25;;;;0.24;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.28;;;;0.42;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.10;;;;0.73;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.34;;;;0.32;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.55;;;;0.21;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.27;;;;0.26;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.17;;;;0.32;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.61;;;;0.21;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.15;;;;0.22;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.57;;;;0.24;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.87;;;;0.59;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;14;0.93;;;;0.36;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;0.93;;;;0.31;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;16;0.77;;;;0.39;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;13;1.06;;;;0.40;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;13;1.05;;;;0.41;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;1.21;;;;0.39;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;14;1.16;;;;0.49;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;10;0.87;;;;0.42;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;13;0.74;;;;0.30;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;13;0.73;;;;0.41;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;15;1.03;;;;0.64;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;14;0.74;;;;0.35;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;12;0.88;;;;0.23;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;14;1.11;;;;0.42;;
82;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;14;0.80;;;;0.38;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;7.3;0.47;;;;0.29;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;4.3;0.74;;;;0.25;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;14;0.35;;;;0.30;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;16;0.35;;;;0.30;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;15;0.50;;;;0.40;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;15;0.49;;;;0.18;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;15;0.59;;;;0.19;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;15;0.31;;;;0.19;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;13;0.65;;;;0.55;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;12;0.72;;;;0.67;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;12;0.78;;;;0.39;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;13;0.62;;;;0.44;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;14;0.66;;;;0.53;;
82;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;13;0.73;;;;0.35;;
83;E Australia;Temperate Southern Oceans;Inrtertidal;Zostera muelleri;Zostera spp.;Opportinistic;;;12.37;;;1.41;;
84;SE Africa;Tropical Indo-Pacific;;mixed;mixed;Mixed;;;0.5;;;;;
84;SE Africa;Tropical Indo-Pacific;;mixed;mixed;Mixed;;;0.8;;;;;
84;SE Africa;Tropical Indo-Pacific;;mixed;mixed;Mixed;;;1.1;;;;;
84;SE Africa;Tropical Indo-Pacific;;mixed;mixed;Mixed;;;0.7;;;;;
85;Mediterranean Sea;Mediterranean;25.9;Posidonia oceanica;Posidonia spp.;Persistent;1;;23.03;;;8.23;;
85;Mediterranean Sea;Mediterranean;22.7;Posidonia oceanica;Posidonia spp.;Persistent;1;;21.16;;;7.87;;
85;Mediterranean Sea;Mediterranean;22.2;Posidonia oceanica;Posidonia spp.;Persistent;1;;19.36;;;7.26;;
85;Mediterranean Sea;Mediterranean;28.8;Posidonia oceanica;Posidonia spp.;Persistent;1;;19.72;;;7.74;;
86;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.06;;;1.66;0.454;;
86;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;0.90;;;1.07;0.218;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.98;;;2.30;1.20;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;1.11;;;2.47;1.25;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.86;;;3.47;1.62;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.77;;;12.32;4.94;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;1.07;;;2.51;1.30;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.87;;;2.68;1.37;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.96;;;1.85;1.04;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;1.05;;;2.59;1.33;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;1.14;;;1.97;1.10;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;1.04;;;2.43;1.28;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;1.09;;;1.56;0.95;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.34;;;9.39;3.82;;
87;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;1.19;;;1.40;0.86;;
88;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;1.26;44;;;0.24;;
88;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;1.18;44.2;;;0.24;;
88;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;1.05;42.7;;;0.27;;
88;SW Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;;0.69;52.3;;;0.8;;
88;SW Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;;0.64;44.2;;;0.72;;
88;SW Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;;0.94;21.7;;;0.5;;
88;SW Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;;0.73;40.42;;;0.57;;
88;SW Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;;0.93;52.3;;;0.45;;
88;SW Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;;0.92;38.6;;;0.32;;
88;SW Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;;1.1;30.6;;;0.4;;
88;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;0.96;6.3;;;0.16;;
88;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;0.89;21.1;;;0.36;;
88;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;1.05;11.2;;;0.21;;
88;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;1.14;31.6;;;0.14;;
88;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;0.91;15.1;;;0.95;;
88;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;1.02;26.1;;;0.18;;
88;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;1;29.5;;;0.24;;
88;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;;1.35;10.8;;;0.17;;
88;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;;1.13;26.7;;;0.22;;
88;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;;0.93;32.8;;;0.26;;
88;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;0.8;40.6;;;0.29;;
88;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;0.95;44.8;;;0.38;;
88;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;0.85;46.1;;;0.39;;
88;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;0.96;43.7;;;0.37;;
88;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;0.96;57;;;0.42;;
88;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;0.86;60.8;;;0.45;;
88;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;;0.94;61.5;;;0.44;;
89;NW America;Temperate North Pacific;0.5;Zostera marina;Zostera spp.;Opportinistic;25;1.35;14;;;0.28;;
89;NW America;Temperate North Pacific;1.04;Zostera marina;Zostera spp.;Opportinistic;25;1.42;11.5;;;0.41;;
89;NE America;Temperate North Atlantic;1.75;Zostera marina;Zostera spp.;Opportinistic;25;1.42;26.6;;;0.45;;
89;NW America;Temperate North Pacific;1;Zostera marina;Zostera spp.;Opportinistic;25;1.62;30.3;;;0.08;;
89;NE America;Temperate North Atlantic;0.54;Zostera marina;Zostera spp.;Opportinistic;25;1.3;15.5;;;0.27;;
89;NE America;Temperate North Atlantic;2;Zostera marina;Zostera spp.;Opportinistic;25;1.46;34.2;;;0.29;;
89;NW America;Temperate North Pacific;0.15;Zostera marina;Zostera spp.;Opportinistic;25;2.04;15.6;;;0.62;;
89;NW America;Temperate North Pacific;1.82;Zostera marina;Zostera spp.;Opportinistic;25;1.28;7.6;;;0.22;;
89;NW America;Temperate North Pacific;0.5;Zostera marina;Zostera spp.;Opportinistic;25;1.12;19.9;;;0.31;;
89;NE America;Temperate North Atlantic;1;Zostera marina;Zostera spp.;Opportinistic;25;1.43;9;;;0.17;;
89;NW America;Temperate North Pacific;3.16;Zostera marina;Zostera spp.;Opportinistic;25;0.93;36.9;;;0.77;;
89;NE America;Temperate North Atlantic;0.65;Zostera marina;Zostera spp.;Opportinistic;25;1.68;21.5;;;0.36;;
89;NW America;Temperate North Pacific;1.15;Zostera marina;Zostera spp.;Opportinistic;25;1.45;24.3;;;0.55;;
89;E Asia;Temperate North Pacific;1.5;Zostera marina;Zostera spp.;Opportinistic;25;1;60.3;;;0.89;;
89;E Asia;Temperate North Pacific;2;Zostera marina;Zostera spp.;Opportinistic;25;0.95;75.9;;;1.22;;
89;E Asia;Temperate North Pacific;0.4;Zostera marina;Zostera spp.;Opportinistic;25;1.02;81.3;;;1.28;;
89;Mediterranean Sea;Mediterranean;2.1;Zostera marina;Zostera spp.;Opportinistic;25;1.33;76.3;;;2.34;;
89;Atlantic Europe;Temperate North Atlantic;2;Zostera marina;Zostera spp.;Opportinistic;25;1.33;43.6;;;0.44;;
89;Atlantic Europe;Temperate North Atlantic;1.18;Zostera marina;Zostera spp.;Opportinistic;25;1.2;25;;;1.65;;
89;Mediterranean Sea;Mediterranean;5;Zostera marina;Zostera spp.;Opportinistic;25;1.28;2.3;;;2.35;;
89;Mediterranean Sea;Mediterranean;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.26;7.5;;;4.68;;
89;Atlantic Europe;Temperate North Atlantic;1;Zostera marina;Zostera spp.;Opportinistic;25;1.51;3.1;;;0.12;;
89;Baltic Sea;Temperate North Atlantic;0.2;Zostera marina;Zostera spp.;Opportinistic;25;0.51;40.4;;;5.37;;
89;Baltic Sea;Temperate North Atlantic;1.7;Zostera marina;Zostera spp.;Opportinistic;25;1.46;32.2;;;0.41;;
89;Baltic Sea;Temperate North Atlantic;1.6;Zostera marina;Zostera spp.;Opportinistic;25;0.22;55.6;;;10.65;;
89;Baltic Sea;Temperate North Atlantic;1.6;Zostera marina;Zostera spp.;Opportinistic;25;0.89;61.1;;;0.66;;
89;Baltic Sea;Temperate North Atlantic;1.6;Zostera marina;Zostera spp.;Opportinistic;25;1.37;61;;;0.86;;
89;Baltic Sea;Temperate North Atlantic;1.1;Zostera marina;Zostera spp.;Opportinistic;25;0.59;29.7;;;3.96;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;0.45;27.6;;;2.44;;
89;Baltic Sea;Temperate North Atlantic;1.7;Zostera marina;Zostera spp.;Opportinistic;25;0.42;68.1;;;3.78;;
89;Baltic Sea;Temperate North Atlantic;2;Zostera marina;Zostera spp.;Opportinistic;25;0.96;52;;;2.61;;
89;Baltic Sea;Temperate North Atlantic;3.8;Zostera marina;Zostera spp.;Opportinistic;25;1.21;2.6;;;0.26;;
89;Baltic Sea;Temperate North Atlantic;2.3;Zostera marina;Zostera spp.;Opportinistic;25;1.5;4.3;;;0.45;;
89;Baltic Sea;Temperate North Atlantic;3.5;Zostera marina;Zostera spp.;Opportinistic;25;1.42;5.4;;;0.42;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.17;0.5;;;0.1;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.15;27.1;;;3.23;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.23;4;;;0.31;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.22;17.8;;;1.53;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.24;30.4;;;2.3;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.252;23;;;2.18;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.23;33.2;;;1.71;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.27;34.7;;;5.78;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.35;27.9;;;0.29;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.37;8.1;;;0.12;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.36;12.5;;;0.26;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.36;4.2;;;0.2;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.34;1.9;;;0.13;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.34;2.7;;;0.16;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.33;9.2;;;0.2;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.32;5.1;;;0.13;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.34;3.2;;;0.45;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.42;2.9;;;0.19;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.33;9;;;0.35;;
89;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.37;7.2;;;0.33;;
90;Caribean Sea;Tropical Atlantic;1.34;Thalassia testudinum;Thalassia spp.;Persistent;10;0.99;;;;0.79;;
90;Caribean Sea;Tropical Atlantic;0.93;Thalassia testudinum;Thalassia spp.;Persistent;10;0.2;;;;8.29;;
90;Caribean Sea;Tropical Atlantic;1.2;Thalassia testudinum;Thalassia spp.;Persistent;10;0.54;;;;2.52;;
91;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.5;;;;0.7;;
91;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.35;;;;1.02;;
91;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.32;;;;1.44;;
91;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.36;;;;0.76;;
91;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.53;;;;0.81;;
91;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.55;;;;0.59;;
91;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.48;;;;0.46;;
91;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.48;;;;0.47;;
91;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.59;;;;0.47;;
91;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;50;1.77;;;;0.54;;
91;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.91;;;;0.28;;
91;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.73;;;;0.28;;
91;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.91;;;;0.28;;
91;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;50;1.84;;;;0.27;;
91;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.68;;;;0.22;;
91;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.84;;;;0.35;;
