Reference;Region;Bioregion;WDepth;Specie;Genus;LifeForm;Core length;DBD;Mud;CaCO3;OM;Corg;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.267248;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.180116;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.147826;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.394323;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.272289;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.547251;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.231901;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.23431;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.152441;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.206737;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.604097;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.20864;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.700583;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.394749;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.535732;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.182646;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.542433;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.194186;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.522026;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.173698;;
48;Mediterranean Sea;Mediterranean;;Posidonia oceanica;Posidonia spp.;Persistent;10;;;;;0.448457;;
49;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;5;;0.79;;1.05;0.21;;
49;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;5;;2.835;;0.435;0;;
49;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;5;;12.64;;1.145;0.248;;
50;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;10;;2.28;;5.2;0.22;;
51;Mediterranean Sea;Mediterranean;7.5;Posidonia oceanica;Posidonia spp.;Persistent;1;;0.3;60.2;;;;
51;Mediterranean Sea;Mediterranean;8;Posidonia oceanica;Posidonia spp.;Persistent;1;;0.7;58.3;;;;
51;Mediterranean Sea;Mediterranean;9;Posidonia oceanica;Posidonia spp.;Persistent;1;;0.8;41.7;;;;
51;Mediterranean Sea;Mediterranean;9;Posidonia oceanica;Posidonia spp.;Persistent;1;;0.7;52.7;;;;
51;Mediterranean Sea;Mediterranean;10;Posidonia oceanica;Posidonia spp.;Persistent;1;;1.9;45.7;;;;
51;Mediterranean Sea;Mediterranean;10;Posidonia oceanica;Posidonia spp.;Persistent;1;;1.3;64.1;;;;
51;Mediterranean Sea;Mediterranean;10;Posidonia oceanica;Posidonia spp.;Persistent;1;;0.9;44.2;;;;
51;Mediterranean Sea;Mediterranean;10.5;Posidonia oceanica;Posidonia spp.;Persistent;1;;0.6;67.3;;;;
51;Mediterranean Sea;Mediterranean;11;Posidonia oceanica;Posidonia spp.;Persistent;1;;0.7;59.8;;;;
51;Mediterranean Sea;Mediterranean;11.5;Posidonia oceanica;Posidonia spp.;Persistent;1;;0.9;56.5;;;;
51;Mediterranean Sea;Mediterranean;12;Posidonia oceanica;Posidonia spp.;Persistent;1;;2.2;60.8;;;;
51;Mediterranean Sea;Mediterranean;12.5;Posidonia oceanica;Posidonia spp.;Persistent;1;;4.1;43.8;;;;
51;Mediterranean Sea;Mediterranean;13.5;Posidonia oceanica;Posidonia spp.;Persistent;1;;4.6;36.7;;;;
51;Mediterranean Sea;Mediterranean;5;Posidonia oceanica;Posidonia spp.;Persistent;1;;2.6;19.1;;;;
51;Mediterranean Sea;Mediterranean;6;Posidonia oceanica;Posidonia spp.;Persistent;1;;2.3;15.5;;;;
51;Mediterranean Sea;Mediterranean;7;Posidonia oceanica;Posidonia spp.;Persistent;1;;3.8;13.8;;;;
51;Mediterranean Sea;Mediterranean;8;Posidonia oceanica;Posidonia spp.;Persistent;1;;3;12.2;;;;
51;Mediterranean Sea;Mediterranean;9;Posidonia oceanica;Posidonia spp.;Persistent;1;;1.4;12.3;;;;
51;Mediterranean Sea;Mediterranean;10;Posidonia oceanica;Posidonia spp.;Persistent;1;;1.7;9.4;;;;
51;Mediterranean Sea;Mediterranean;11;Posidonia oceanica;Posidonia spp.;Persistent;1;;1.4;9.6;;;;
51;Mediterranean Sea;Mediterranean;12;Posidonia oceanica;Posidonia spp.;Persistent;1;;1.6;10.6;;;;
51;Mediterranean Sea;Mediterranean;13;Posidonia oceanica;Posidonia spp.;Persistent;1;;2.4;19.5;;;;
51;Mediterranean Sea;Mediterranean;14;Posidonia oceanica;Posidonia spp.;Persistent;1;;1.8;10.5;;;;
51;Mediterranean Sea;Mediterranean;15;Posidonia oceanica;Posidonia spp.;Persistent;1;;3.8;11.9;;;;
51;Mediterranean Sea;Mediterranean;15.8;Posidonia oceanica;Posidonia spp.;Persistent;1;;10.8;50;;;;
51;Mediterranean Sea;Mediterranean;17;Posidonia oceanica;Posidonia spp.;Persistent;1;;7;31.7;;;;
51;Mediterranean Sea;Mediterranean;18.4;Posidonia oceanica;Posidonia spp.;Persistent;1;;7.1;23.3;;;;
51;Mediterranean Sea;Mediterranean;19.2;Posidonia oceanica;Posidonia spp.;Persistent;1;;6.3;28.4;;;;
51;Mediterranean Sea;Mediterranean;20.9;Posidonia oceanica;Posidonia spp.;Persistent;1;;5.3;22.6;;;;
51;Mediterranean Sea;Mediterranean;34.5;Posidonia oceanica;Posidonia spp.;Persistent;1;;12.3;42.3;;;;
51;Mediterranean Sea;Mediterranean;29;Posidonia oceanica;Posidonia spp.;Persistent;1;;5.9;62.4;;;;
51;Mediterranean Sea;Mediterranean;25.6;Posidonia oceanica;Posidonia spp.;Persistent;1;;6.3;55.2;;;;
51;Mediterranean Sea;Mediterranean;22;Posidonia oceanica;Posidonia spp.;Persistent;1;;6.3;33.5;;;;
52;Atlantic Europe;Temperate North Atlantic;Intertidal;Zostera noltii;Zostera spp.;Opportinistic;5;;47;;;;;
53;W Australia;Temperate Southern Oceans;;Amphibolis antartica;Amphibolis spp.;Opportinistic;;;;10.5;;;;
53;W Australia;Temperate Southern Oceans;;Amphibolis antartica;Amphibolis spp.;Opportinistic;;;;96.6;;0.39;;
53;W Australia;Temperate Southern Oceans;;Amphibolis antartica;Amphibolis spp.;Opportinistic;;;;96.6;;0.38;;
53;W Australia;Temperate Southern Oceans;;Amphibolis antartica;Amphibolis spp.;Opportinistic;;;;39.2;;1.74;;
53;W Australia;Temperate Southern Oceans;;Halophila ovalis;Halophila spp.;Colonising;;;;7.7;;0.17;;
53;W Australia;Temperate Southern Oceans;;Halophila ovalis;Halophila spp.;Colonising;;;;96.7;;0.37;;
53;W Australia;Temperate Southern Oceans;;Halophila ovalis;Halophila spp.;Colonising;;;;96.6;;0.47;;
53;W Australia;Temperate Southern Oceans;;Posidonia australis;Posidonia spp.;Persistent;;;;21.2;;;;
53;W Australia;Temperate Southern Oceans;;Posidonia australis;Posidonia spp.;Persistent;;;;96.2;;0.43;;
53;W Australia;Temperate Southern Oceans;;Posidonia australis;Posidonia spp.;Persistent;;;;96.6;;0.41;;
53;W Australia;Temperate Southern Oceans;;Posidonia australis;Posidonia spp.;Persistent;;;;73.5;;6.99;;
53;W Australia;Temperate Southern Oceans;;Posidonia sinuosa;Posidonia spp.;Persistent;;;;24.3;;;;
53;W Australia;Temperate Southern Oceans;;Posidonia sinuosa;Posidonia spp.;Persistent;;;;96.5;;0.4;;
53;W Australia;Temperate Southern Oceans;;Posidonia sinuosa;Posidonia spp.;Persistent;;;;96.2;;0.45;;
53;W Australia;Temperate Southern Oceans;;Posidonia sinuosa;Posidonia spp.;Persistent;;;;87.9;;5.44;;
53;W Australia;Temperate Southern Oceans;;Zostera nigricaulis;Zostera spp.;Opportinistic;;;;9.3;;0.34;;
53;W Australia;Temperate Southern Oceans;;Zostera nigricaulis;Zostera spp.;Opportinistic;;;;96.6;;0.36;;
53;W Australia;Temperate Southern Oceans;;Zostera nigricaulis;Zostera spp.;Opportinistic;;;;96.5;;0.4;;
54;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;200;0.93;;;;0.01;;
54;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;120;1.03;;;;0.01;;
54;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;200;1.13;;;;0.01;;
54;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;120;0.72;;;;0.01;;
54;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;110;0.61;;;;0.01;;
54;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;200;1.24;;;;0;;
54;E Asia;Temperate North Pacific;;mixed;mixed;Mixed;95;1.33;;;;0;;
54;E Asia;Temperate North Pacific;;mixed;mixed;Mixed;150;1.3;;;;0;;
54;E Asia;Temperate North Pacific;;mixed;mixed;Mixed;130;1.31;;;;0.01;;
54;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;200;1.25;;;;0.01;;
54;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;200;1.52;;;;0;;
54;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;193;1.44;;;;0.01;;
55;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;;;28;;3;1.1;;
56;SE Asia;Tropical Indo-Pacific;;Halophila ovalis;Halophila spp.;Colonising;20;;;;1.16;0.25;;
56;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;20;;;;1.19;0.27;;
56;SE Asia;Tropical Indo-Pacific;;Cymodocea rotundata;Cymodocea spp.;Opportinistic;20;;;;1.38;0.34;;
56;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;20;;;;1.1;0.23;;
56;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;20;;;;1.16;0.25;;
56;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;20;;;;1.18;0.26;;
56;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;20;;;;1.38;0.34;;
56;SE Asia;Tropical Indo-Pacific;;Halophila ovalis;Halophila spp.;Colonising;20;;;;1.45;0.37;;
56;SE Asia;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;20;;;;1.12;0.24;;
56;SE Asia;Tropical Indo-Pacific;;Cymodocea rotundata;Cymodocea spp.;Opportinistic;20;;;;0.8;0.11;;
56;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;20;;;;1.35;0.33;;
56;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;20;;;;1.18;0.26;;
56;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;20;;;;1.26;0.29;;
56;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;20;;;;1.4;0.35;;
57;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;;1.37;;84.6;;0.64;;
58;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;;8.4;32;2;0.59;;
58;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;;9.4;33.8;1.9;0.55;;
58;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;;10.2;31.8;1.6;0.43;;
58;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;;4;32.8;4.8;1.71;;
58;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;;5;30.4;3.4;1.15;;
58;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;;5;30.8;4.2;1.47;;
58;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;;8;32.5;3.9;1.35;;
58;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;;;7.4;28.5;3.6;1.23;;
58;SW Asia;Tropical Indo-Pacific;;Halodule uninervis;Halodule spp.;Colonising;;;7.5;31.2;4;1.39;;
58;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;;;3.6;39.5;3.8;1.31;;
58;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;;;6;30.2;3.7;1.27;;
58;SW Asia;Tropical Indo-Pacific;;Halophila ovalis;Halophila spp.;Colonising;;;6.7;45;3.4;1.15;;
58;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;;4.9;42.5;2.9;0.95;;
58;SW Asia;Tropical Indo-Pacific;;Halophila stipulacea;Halophila spp.;Colonising;;;8;46.7;3.3;1.11;;
58;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;;8;39;2.7;0.87;;
58;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;;6.5;42.2;1.9;0.55;;
58;SW Asia;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;;;4;41.5;2;0.59;;
59;E Africa;Tropical Indo-Pacific;10;Thalassia hemprichii;Thalassia spp.;Persistent;30;0.78;;;;1.38;;
60;E Australia;Tropical Indo-Pacific;;mixed;mixed;Mixed;9;1.4;0;;1.1;0.1;;
60;E Australia;Tropical Indo-Pacific;;mixed;mixed;Mixed;9;1.2;3.3;;2.8;0.5;;
61;Caribean Sea;Tropical Atlantic;;mixed;mixed;Mixed;18;0.59;;;;2.57;;
62;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;228;1.18;;;;2.28;;
62;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;228;1.27;;;;1.81;;
62;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;210;1.56;;;;0.73;;
62;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;300;1.86;;;;0.22;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.32;5;;0.66;0.13;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.33;9;;1.06;0.35;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.37;7.1;;0.93;0.33;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.34;1.9;;0.75;0.13;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.34;4.9;;1.75;0.45;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.42;4.4;;2.7;0.19;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.34;2.7;;0.89;0.16;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.36;12.4;;0.95;0.26;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.33;9.2;;0.88;0.2;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.36;6.3;;0.84;0.2;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.24;29.4;;1.94;2.3;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.35;27.3;;1.65;0.29;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.37;8.1;;0.67;0.12;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.15;27.1;;12.59;3.23;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.22;17.3;;2.9;1.53;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.23;33;;4.72;1.71;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.23;4;;0.75;0.31;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.17;0.5;;0.42;0.1;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.27;34.6;;14.48;5.78;;
63;Baltic Sea;Temperate North Atlantic;2.5;Zostera marina;Zostera spp.;Opportinistic;25;1.25;21;;1.17;2.18;;
64;Baltic Sea;Temperate North Atlantic;2.8-3;Zostera marina;Zostera spp.;Opportinistic;37.5;0.71;62.8;;;2.79;;
64;Atlantic Europe;Temperate North Atlantic;1-1.9;Zostera marina;Zostera spp.;Opportinistic;37.5;1.13;17.9;;;0.61;;
64;Baltic Sea;Temperate North Atlantic;2.2-3.8;Zostera marina;Zostera spp.;Opportinistic;37.5;1.4;3.7;;;0.18;;
64;Baltic Sea;Temperate North Atlantic;2.7-4.2;Zostera marina;Zostera spp.;Opportinistic;37.5;1.25;2.6;;;0.17;;
65;Baltic Sea;Temperate North Atlantic;1.5;mixed;mixed;Mixed;10;;;;;0.162;;
65;Baltic Sea;Temperate North Atlantic;1.5;mixed;mixed;Mixed;10;;;;;0.036;;
65;Baltic Sea;Temperate North Atlantic;3;mixed;mixed;Mixed;10;;;;;0.116;;
66;Mediterranean Sea;Mediterranean;5-8;Posidonia oceanica;Posidonia spp.;Persistent;20;0.94;3.27;;;;;
66;Mediterranean Sea;Mediterranean;5-8;Posidonia oceanica;Posidonia spp.;Persistent;20;1.12;0.55;;;;;
66;Mediterranean Sea;Mediterranean;5-8;Posidonia oceanica;Posidonia spp.;Persistent;20;1.22;0.17;;;;;
67;Caribean Sea;Tropical Atlantic;;Halodule wrightii;Halodule spp.;Colonising;12;;;;0.745964519;0.088385808;;
67;Caribean Sea;Tropical Atlantic;;Halodule wrightii;Halodule spp.;Colonising;12;;;;1.067256313;0.216902525;;
67;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;15;;;;1.302187057;0.310874823;;
67;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;15;;;;1.402020863;0.350808345;;
67;Caribean Sea;Tropical Atlantic;;Halodule wrightii;Halodule spp.;Colonising;12;;;;1.850053009;0.530021204;;
67;Caribean Sea;Tropical Atlantic;;Halodule wrightii;Halodule spp.;Colonising;12;;;;1.583130323;0.423252129;;
67;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;15;;;;1.16552156;0.256208624;;
67;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;15;;;;1.478998502;0.381599401;;
67;Caribean Sea;Tropical Atlantic;;Halodule wrightii;Halodule spp.;Colonising;12;;;;1.375735772;0.340294309;;
67;Caribean Sea;Tropical Atlantic;;Halodule wrightii;Halodule spp.;Colonising;12;;;;1.277434321;0.300973728;;
67;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;15;;;;2.633924255;0.843569702;;
67;Caribean Sea;Tropical Atlantic;;Thalassia testudinum;Thalassia spp.;Persistent;15;;;;2.269642379;0.697856951;;
68;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;40;1.74;;1.24;0.86;0.14;;
68;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;39;1.69;;;;;;
68;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;34;1.59;;1.18;0.94;0.17;;
68;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;36;1.60;;1.25;1.01;0.19;;
68;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;42;1.73;;0.85;0.46;0.02;;
68;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;42;1.61;;0.90;0.62;0.06;;
68;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;38;1.55;;;;;;
68;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;38;1.59;;1.06;0.88;0.14;;
68;NE America;Temperate North Atlantic;2-4;Zostera marina;Zostera spp.;Opportinistic;16;1.54;;3.86;1.60;0.43;;
69;Atlantic Europe;Temperate North Atlantic;2.1;Zostera marina;Zostera spp.;Opportinistic;41.5;;1.2;;;0.7;;
70;NE America;Temperate North Atlantic;;mixed;mixed;Mixed;12;;;;;0.005;;
71;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;;;;;;0.008;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.2055;;;4.249056539;1.497094312;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.282;;;3.484590438;1.168373888;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.424;;;2.787390734;0.868578016;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.261;;;2.4433677;0.720648111;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.339;;;2.055331258;0.580200765;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.5015;;;2.300555601;0.659238908;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.456;;;2.495500165;0.743065071;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.35;;;2.336352096;0.674631401;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.415;;;1.998149006;0.529204073;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.487898089;;;2.599306992;0.796446067;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.316687898;;;3.82599439;1.315177588;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.367643312;;;4.388716628;1.55714815;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.426;;;2.084869093;0.56649371;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.308;;;1.881511754;0.495287892;;
72;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.648;;;2.42711264;0.713658435;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.364;;;3.857785329;1.328847692;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.31;;;3.166994244;1.031807525;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;0.948;;;5.179902567;1.897358104;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.164;;;2.588708934;0.783144842;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.012;;;2.063136372;0.55714864;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.344;;;2.243783746;0.634827011;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.45;;;2.605294671;0.790276709;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.558;;;3.061048945;0.986251047;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.604;;;3.040783414;0.977536868;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.44;;;3.61537512;1.224611302;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.298;;;6.08475971;2.286446675;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.476;;;4.548111239;1.625687833;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.468;;;2.175931561;0.605650571;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.506;;;2.674349571;0.819970316;;
72;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.426;;;2.674349571;0.819970316;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.434;;;3.536644873;1.190757295;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.602;;;1.771110727;0.431577613;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.644;;;4.037765842;1.406239312;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.4205;;;3.773376918;1.292552075;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.3935;;;3.301538455;1.089661536;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.4205;;;2.676462987;0.820879085;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.3935;;;3.274770179;1.078151177;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.324840764;;;3.536644873;1.190757295;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.2795;;;3.201766155;1.046759447;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.2415;;;2.469557871;0.731909885;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.132;;;2.294726225;0.656732277;;
72;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.173;;;2.291653852;0.655411156;;
